"RecordNo";"project_id";"plants";"Awareness_score";"Usage_score";"Preference_score";"Familiarity_score";"FutureUsage_score";"Satisfaction_score"
2274;1;"Jaskier";4;2;4;4;1;4
2274;1;"Jaskier";4;2;4;4;1;4
2274;1;"Jaskier";4;2;4;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;4;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Jaskier";4;2;5;4;1;4
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;5;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Mieta";1;2;4;1;5;1
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;4;3;5;4
2274;1;"Narcyz";2;4;5;3;5;4
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;4;1;4;1
2283;1;"Gozdzik";1;2;5;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;5;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Lubin";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;4;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Arnika";1;2;5;1;4;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;5;4;1;1
2283;1;"Babka";2;1;4;4;1;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;5;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Fiolek";1;2;4;1;2;1
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;5;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Chaber";2;2;4;5;4;2
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;4;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Dzwonek";4;1;5;3;2;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;4;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Jaskier";2;2;5;2;4;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;5;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Mieta";2;2;4;3;5;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;4;2;3;1
2283;1;"Narcyz";5;2;5;2;3;1
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;4;2;5;5
2285;1;"Gozdzik";5;2;5;2;5;5
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;5;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Lubin";1;2;4;1;3;3
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;4;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Arnika";2;4;5;2;2;1
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;5;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;5;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;5;4;5;4
2285;1;"Babka";4;5;5;4;5;4
2285;1;"Babka";4;5;4;4;5;4
2285;1;"Babka";4;5;5;4;5;4
2285;1;"Babka";4;5;5;4;5;4
